green_count,red_count,junction_pressure,average_network_pressure,phase_duration
5,9,0,0.3333333333333333,38.0
3,0,0,0.3333333333333333,68.0
2,0,0,0.3333333333333333,68.0
4,7,0,0.3333333333333333,38.0
8,10,0,0.3333333333333333,38.0
8,10,0,0.3333333333333333,38.0
8,3,0,0.3333333333333333,38.0
4,7,0,0.3333333333333333,38.0
5,9,0,0.3333333333333333,38.0
10,0,0,0.3333333333333333,62.0
7,12,0,0.3333333333333333,27.0
4,7,0,0.3333333333333333,38.0
10,8,0,0.3333333333333333,38.0
9,7,2,0.3333333333333333,26.0
10,12,0,0.3333333333333333,38.0
5,8,0,0.3333333333333333,38.0
12,14,3,0.3333333333333333,33.0
4,7,0,0.3333333333333333,38.0
8,11,0,0.3333333333333333,38.0
8,11,0,0.3333333333333333,38.0
5,9,0,0.3333333333333333,38.0
4,12,0,0.3333333333333333,21.0
4,7,0,0.3333333333333333,38.0
4,7,0,0.3333333333333333,38.0
4,7,0,0.3333333333333333,38.0
4,7,0,0.3333333333333333,23.0
8,10,0,0.3333333333333333,38.0
5,8,0,0.3333333333333333,38.0
8,10,0,0.3333333333333333,38.0
4,7,0,0.3333333333333333,43.0
9,3,0,0.3333333333333333,38.0
