green_count,red_count,junction_pressure,average_network_pressure,phase_duration
9,5,4,1.52,32.0
10,5,0,1.52,27.0
10,14,0,1.52,35.0
10,4,0,1.52,30.0
3,0,0,1.52,25.0
2,0,0,1.52,25.0
8,3,0,1.52,29.0
10,8,0,1.52,32.0
10,8,0,1.52,27.0
4,7,0,1.52,29.0
8,3,0,1.52,26.0
10,4,0,1.52,24.0
10,0,0,1.52,23.0
7,12,5,1.52,24.0
4,7,0,1.52,33.0
10,8,0,1.52,37.0
9,7,0,1.52,23.0
12,10,0,1.52,31.0
9,4,0,1.52,24.0
12,14,3,1.52,36.0
8,3,0,1.52,30.0
11,8,0,1.52,29.0
11,8,0,1.52,27.0
10,4,0,1.52,25.0
4,12,17,1.52,39.0
4,7,0,1.52,35.0
8,3,0,1.52,32.0
8,3,0,1.52,30.0
4,7,0,1.52,19.0
10,8,0,1.52,24.0
9,4,0,1.52,25.0
10,8,4,1.52,38.0
8,3,0,1.52,32.0
9,3,0,1.52,34.0
9,25,34,1.52,93.0
12,28,9,1.52,10.0
9,20,13,1.52,16.0
6,10,2,1.52,18.0
4,13,0,1.52,29.0
16,5,0,1.52,25.0
11,7,1,1.52,28.0
9,18,8,1.52,60.0
19,12,2,1.52,29.0
10,13,5,1.52,19.0
3,2,0,2.2533333333333334,23.0
2,0,0,2.2533333333333334,24.0
2,0,0,2.2533333333333334,5.0
2,0,0,2.2533333333333334,5.0
2,0,0,2.2533333333333334,5.0
2,0,0,2.2533333333333334,5.0
4,3,0,2.2533333333333334,24.0
8,8,0,2.2533333333333334,24.0
8,8,0,2.2533333333333334,28.0
3,4,0,2.2533333333333334,32.0
1,2,0,2.2533333333333334,20.0
3,0,0,2.2533333333333334,5.0
3,0,0,2.2533333333333334,5.0
3,0,0,2.2533333333333334,5.0
2,0,0,2.2533333333333334,24.0
2,0,0,2.2533333333333334,24.0
2,0,0,2.2533333333333334,24.0
2,0,0,2.2533333333333334,5.0
4,3,2,2.2533333333333334,24.0
4,7,0,2.2533333333333334,25.0
2,3,0,2.2533333333333334,25.0
2,3,0,2.2533333333333334,25.0
3,0,0,2.2533333333333334,24.0
2,0,0,2.2533333333333334,24.0
1,0,0,2.2533333333333334,24.0
2,0,0,2.2533333333333334,5.0
2,0,0,2.2533333333333334,5.0
3,4,0,2.2533333333333334,29.0
9,10,0,2.2533333333333334,29.0
4,12,42,2.2533333333333334,52.0
10,8,0,2.2533333333333334,34.0
9,5,9,2.2533333333333334,33.0
6,9,0,2.2533333333333334,27.0
10,14,13,2.2533333333333334,36.0
5,9,0,2.2533333333333334,30.0
3,0,0,2.2533333333333334,24.0
2,0,0,2.2533333333333334,24.0
4,7,0,2.2533333333333334,29.0
8,10,0,2.2533333333333334,32.0
8,10,0,2.2533333333333334,27.0
8,3,0,2.2533333333333334,28.0
4,7,0,2.2533333333333334,26.0
5,9,0,2.2533333333333334,24.0
10,0,0,2.2533333333333334,22.0
7,12,5,2.2533333333333334,25.0
8,3,6,2.2533333333333334,34.0
10,8,8,2.2533333333333334,38.0
9,7,0,2.2533333333333334,22.0
10,12,5,2.2533333333333334,33.0
5,8,0,2.2533333333333334,24.0
12,14,9,2.2533333333333334,37.0
8,3,0,2.2533333333333334,29.0
8,11,0,2.2533333333333334,29.0
8,11,0,2.2533333333333334,27.0
5,9,0,2.2533333333333334,25.0
4,12,0,2.2533333333333334,38.0
8,3,3,2.2533333333333334,36.0
4,7,2,2.2533333333333334,32.0
4,7,0,2.2533333333333334,30.0
4,7,0,2.2533333333333334,19.0
8,10,0,2.2533333333333334,24.0
5,8,0,2.2533333333333334,25.0
10,8,0,2.2533333333333334,37.0
8,3,9,2.2533333333333334,33.0
9,3,1,2.2533333333333334,33.0
9,25,34,2.2533333333333334,97.0
12,28,0,2.2533333333333334,10.0
9,20,7,2.2533333333333334,16.0
6,10,3,2.2533333333333334,18.0
13,4,0,2.2533333333333334,28.0
8,13,0,2.2533333333333334,25.0
7,11,0,2.2533333333333334,28.0
9,18,5,2.2533333333333334,63.0
19,12,1,2.2533333333333334,28.0
10,13,5,2.2533333333333334,19.0
2,3,0,2.32,22.0
2,0,0,2.32,23.0
2,0,0,2.32,5.0
2,0,0,2.32,5.0
2,0,0,2.32,5.0
2,0,0,2.32,5.0
3,4,0,2.32,23.0
8,8,0,2.32,23.0
8,8,0,2.32,27.0
4,3,1,2.32,31.0
1,2,0,2.32,19.0
3,0,0,2.32,5.0
3,0,0,2.32,5.0
3,0,0,2.32,5.0
2,0,0,2.32,23.0
2,0,0,2.32,23.0
2,0,0,2.32,23.0
2,0,0,2.32,5.0
3,4,0,2.32,23.0
8,3,0,2.32,24.0
3,2,0,2.32,24.0
3,2,0,2.32,24.0
3,0,0,2.32,23.0
2,0,0,2.32,23.0
1,0,0,2.32,23.0
2,0,0,2.32,5.0
2,0,0,2.32,5.0
4,3,0,2.32,28.0
10,9,0,2.32,28.0
4,12,18,2.32,54.0
8,10,12,2.32,36.0
9,5,2,2.32,32.0
10,5,0,2.32,26.0
10,14,5,2.32,37.0
10,4,2,2.32,29.0
3,0,0,2.32,23.0
2,0,0,2.32,23.0
8,3,1,2.32,28.0
10,8,0,2.32,31.0
10,8,0,2.32,26.0
4,7,0,2.32,28.0
8,3,0,2.32,25.0
10,4,0,2.32,23.0
10,0,0,2.32,21.0
7,12,3,2.32,26.0
8,3,0,2.32,33.0
10,8,0,2.32,37.0
9,7,0,2.32,21.0
10,12,17,2.32,34.0
9,4,0,2.32,23.0
12,14,3,2.32,38.0
8,3,3,2.32,30.0
11,8,0,2.32,28.0
11,8,0,2.32,26.0
10,4,0,2.32,24.0
4,12,3,2.32,39.0
8,3,3,2.32,37.0
8,3,3,2.32,33.0
8,3,5,2.32,31.0
4,7,0,2.32,19.0
10,8,0,2.32,23.0
9,4,0,2.32,24.0
10,8,8,2.32,38.0
8,3,0,2.32,32.0
9,3,0,2.32,32.0
9,25,37,2.32,101.0
12,28,7,2.32,10.0
9,20,18,2.32,16.0
6,10,4,2.32,18.0
4,13,4,2.32,30.0
16,5,0,2.32,24.0
11,7,0,2.32,27.0
9,18,10,2.32,66.0
19,12,0,2.32,27.0
10,13,5,2.32,19.0
3,2,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,5.0
2,0,0,1.7466666666666666,5.0
2,0,0,1.7466666666666666,5.0
2,0,0,1.7466666666666666,5.0
4,3,0,1.7466666666666666,23.0
8,8,0,1.7466666666666666,23.0
8,8,0,1.7466666666666666,27.0
3,4,0,1.7466666666666666,31.0
1,2,0,1.7466666666666666,19.0
3,0,0,1.7466666666666666,5.0
3,0,0,1.7466666666666666,5.0
3,0,0,1.7466666666666666,5.0
2,0,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,5.0
4,3,1,1.7466666666666666,23.0
4,7,0,1.7466666666666666,24.0
2,3,0,1.7466666666666666,24.0
2,3,0,1.7466666666666666,24.0
3,0,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,22.0
1,0,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,5.0
2,0,0,1.7466666666666666,5.0
3,4,1,1.7466666666666666,28.0
9,10,0,1.7466666666666666,28.0
4,12,3,1.7466666666666666,56.0
8,10,0,1.7466666666666666,35.0
9,5,1,1.7466666666666666,31.0
6,9,0,1.7466666666666666,26.0
10,14,5,1.7466666666666666,38.0
5,9,0,1.7466666666666666,29.0
3,0,0,1.7466666666666666,22.0
2,0,0,1.7466666666666666,22.0
4,7,0,1.7466666666666666,28.0
8,10,2,1.7466666666666666,33.0
8,10,0,1.7466666666666666,26.0
8,3,0,1.7466666666666666,27.0
4,7,0,1.7466666666666666,25.0
5,9,0,1.7466666666666666,23.0
10,0,0,1.7466666666666666,20.0
7,12,0,1.7466666666666666,25.0
8,3,2,1.7466666666666666,34.0
10,8,0,1.7466666666666666,36.0
4,12,0,1.7466666666666666,21.0
10,12,0,1.7466666666666666,33.0
5,8,0,1.7466666666666666,23.0
12,14,3,1.7466666666666666,39.0
8,3,1,1.7466666666666666,29.0
8,11,0,1.7466666666666666,28.0
8,11,0,1.7466666666666666,26.0
5,9,0,1.7466666666666666,24.0
4,12,23,1.7466666666666666,40.0
8,3,0,1.7466666666666666,36.0
8,3,4,1.7466666666666666,34.0
8,3,0,1.7466666666666666,30.0
4,7,0,1.7466666666666666,19.0
8,10,0,1.7466666666666666,23.0
5,8,0,1.7466666666666666,24.0
10,8,0,1.7466666666666666,37.0
8,3,13,1.7466666666666666,33.0
4,8,1,1.7466666666666666,32.0
9,25,40,1.7466666666666666,106.0
12,28,5,1.7466666666666666,10.0
9,20,11,1.7466666666666666,16.0
6,10,1,1.7466666666666666,18.0
4,13,0,1.7466666666666666,29.0
8,13,5,1.7466666666666666,26.0
7,11,0,1.7466666666666666,27.0
9,18,9,1.7466666666666666,69.0
15,16,0,1.7466666666666666,27.0
10,13,0,1.7466666666666666,19.0
2,3,0,1.56,21.0
2,0,0,1.56,21.0
2,0,0,1.56,5.0
2,0,0,1.56,5.0
2,0,0,1.56,5.0
2,0,0,1.56,5.0
3,4,0,1.56,22.0
8,8,0,1.56,22.0
8,8,0,1.56,26.0
4,3,2,1.56,32.0
1,2,0,1.56,19.0
3,0,0,1.56,5.0
3,0,0,1.56,5.0
3,0,0,1.56,5.0
2,0,0,1.56,21.0
2,0,0,1.56,21.0
2,0,0,1.56,21.0
2,0,0,1.56,5.0
3,4,0,1.56,22.0
8,3,0,1.56,23.0
3,2,0,1.56,23.0
3,2,0,1.56,23.0
3,0,0,1.56,21.0
2,0,0,1.56,21.0
1,0,0,1.56,21.0
2,0,0,1.56,5.0
2,0,0,1.56,5.0
4,3,0,1.56,27.0
10,9,0,1.56,27.0
4,12,21,1.56,58.0
8,10,0,1.56,34.0
9,5,0,1.56,30.0
10,5,0,1.56,25.0
10,14,2,1.56,39.0
10,4,0,1.56,28.0
3,0,0,1.56,21.0
2,0,0,1.56,21.0
8,3,2,1.56,29.0
8,10,0,1.56,32.0
10,8,0,1.56,25.0
4,7,2,1.56,29.0
8,3,0,1.56,24.0
10,4,0,1.56,22.0
10,0,0,1.56,19.0
7,12,3,1.56,26.0
8,3,2,1.56,35.0
10,8,0,1.56,35.0
5,11,0,1.56,21.0
10,12,8,1.56,34.0
9,4,0,1.56,22.0
12,14,0,1.56,38.0
8,3,0,1.56,28.0
11,8,0,1.56,27.0
11,8,0,1.56,25.0
10,4,1,1.56,23.0
4,12,2,1.56,42.0
8,3,3,1.56,37.0
8,3,0,1.56,33.0
8,3,2,1.56,31.0
4,7,0,1.56,19.0
10,8,0,1.56,22.0
9,4,0,1.56,23.0
10,8,0,1.56,36.0
8,3,0,1.56,32.0
9,3,4,1.56,33.0
9,25,33,1.56,111.0
12,28,6,1.56,10.0
9,20,5,1.56,16.0
6,10,4,1.56,18.0
4,13,2,1.56,30.0
8,13,0,1.56,25.0
11,7,1,1.56,26.0
9,18,4,1.56,72.0
19,12,4,1.56,28.0
10,13,4,1.56,19.0
3,2,0,2.2,21.0
2,0,0,2.2,20.0
2,0,0,2.2,5.0
2,0,0,2.2,5.0
2,0,0,2.2,5.0
2,0,0,2.2,5.0
4,3,0,2.2,22.0
8,8,0,2.2,22.0
8,8,0,2.2,26.0
4,3,0,2.2,31.0
1,2,0,2.2,19.0
3,0,0,2.2,5.0
3,0,0,2.2,5.0
3,0,0,2.2,5.0
2,0,0,2.2,20.0
2,0,0,2.2,20.0
2,0,0,2.2,20.0
2,0,0,2.2,5.0
4,3,0,2.2,22.0
4,7,0,2.2,23.0
2,3,0,2.2,23.0
2,3,0,2.2,23.0
3,0,0,2.2,20.0
2,0,0,2.2,20.0
1,0,0,2.2,20.0
2,0,0,2.2,5.0
2,0,0,2.2,5.0
3,4,1,2.2,27.0
9,10,0,2.2,27.0
4,12,31,2.2,60.0
10,8,5,2.2,35.0
6,8,0,2.2,30.0
6,9,0,2.2,25.0
10,14,5,2.2,40.0
5,9,0,2.2,28.0
3,0,0,2.2,20.0
2,0,0,2.2,20.0
8,3,0,2.2,28.0
8,10,0,2.2,31.0
8,10,2,2.2,25.0
4,7,0,2.2,28.0
4,7,0,2.2,24.0
5,9,0,2.2,22.0
10,0,0,2.2,19.0
7,12,0,2.2,25.0
8,3,0,2.2,34.0
10,8,0,2.2,34.0
9,7,6,2.2,22.0
10,12,3,2.2,35.0
5,8,0,2.2,22.0
12,14,0,2.2,37.0
4,7,11,2.2,30.0
8,11,0,2.2,27.0
8,11,0,2.2,25.0
5,9,0,2.2,23.0
4,12,17,2.2,44.0
8,3,9,2.2,38.0
8,3,0,2.2,32.0
8,3,0,2.2,30.0
4,7,3,2.2,19.0
8,10,0,2.2,22.0
5,8,0,2.2,23.0
10,8,8,2.2,37.0
8,3,0,2.2,31.0
9,3,0,2.2,32.0
9,25,21,2.2,116.0
12,28,11,2.2,10.0
9,20,8,2.2,16.0
6,10,6,2.2,18.0
4,13,3,2.2,31.0
8,13,0,2.2,24.0
7,11,0,2.2,26.0
9,18,9,2.2,75.0
19,12,0,2.2,27.0
10,13,6,2.2,19.0
2,3,0,2.04,20.0
2,0,0,2.04,19.0
2,0,0,2.04,5.0
2,0,0,2.04,5.0
2,0,0,2.04,5.0
2,0,0,2.04,5.0
3,4,0,2.04,21.0
8,8,0,2.04,21.0
8,8,0,2.04,25.0
4,3,0,2.04,30.0
1,2,0,2.04,19.0
3,0,0,2.04,5.0
3,0,0,2.04,5.0
3,0,0,2.04,5.0
2,0,0,2.04,19.0
2,0,0,2.04,19.0
2,0,0,2.04,19.0
2,0,0,2.04,5.0
3,4,0,2.04,21.0
8,3,0,2.04,22.0
3,2,0,2.04,22.0
3,2,0,2.04,22.0
3,0,0,2.04,19.0
2,0,0,2.04,19.0
1,0,0,2.04,19.0
2,0,0,2.04,5.0
2,0,0,2.04,5.0
4,3,0,2.04,26.0
10,9,0,2.04,26.0
4,12,6,2.04,63.0
10,8,0,2.04,34.0
9,5,14,2.04,31.0
10,5,0,2.04,24.0
10,14,0,2.04,38.0
10,4,0,2.04,27.0
3,0,0,2.04,19.0
2,0,0,2.04,19.0
8,3,0,2.04,27.0
10,8,0,2.04,30.0
10,8,0,2.04,24.0
4,7,2,2.04,27.0
8,3,0,2.04,23.0
10,4,0,2.04,21.0
10,0,0,2.04,19.0
7,12,0,2.04,24.0
8,3,2,2.04,33.0
8,10,0,2.04,34.0
9,7,1,2.04,21.0
10,12,0,2.04,34.0
9,4,0,2.04,21.0
12,14,3,2.04,38.0
4,7,3,2.04,31.0
11,8,0,2.04,26.0
11,8,0,2.04,24.0
10,4,3,2.04,24.0
4,12,22,2.04,46.0
8,3,0,2.04,37.0
8,3,1,2.04,31.0
8,3,0,2.04,29.0
4,7,0,2.04,19.0
10,8,0,2.04,21.0
9,4,0,2.04,22.0
10,8,0,2.04,36.0
4,7,5,2.04,33.0
9,3,1,2.04,31.0
9,25,42,2.04,121.0
12,28,13,2.04,10.0
9,20,15,2.04,16.0
6,10,4,2.04,18.0
4,13,0,2.04,30.0
16,5,0,2.04,23.0
11,7,1,2.04,25.0
9,18,15,2.04,78.0
19,12,0,2.04,26.0
10,13,0,2.04,19.0
3,2,0,2.293333333333333,20.0
2,0,0,2.293333333333333,19.0
2,0,0,2.293333333333333,5.0
2,0,0,2.293333333333333,5.0
2,0,0,2.293333333333333,5.0
2,0,0,2.293333333333333,5.0
4,3,3,2.293333333333333,23.0
8,8,0,2.293333333333333,21.0
8,8,0,2.293333333333333,25.0
3,4,3,2.293333333333333,32.0
1,2,1,2.293333333333333,19.0
3,0,0,2.293333333333333,5.0
3,0,0,2.293333333333333,5.0
3,0,0,2.293333333333333,5.0
2,0,0,2.293333333333333,19.0
2,0,0,2.293333333333333,19.0
2,0,0,2.293333333333333,19.0
2,0,0,2.293333333333333,5.0
4,3,0,2.293333333333333,21.0
4,7,0,2.293333333333333,22.0
2,3,1,2.293333333333333,22.0
2,3,0,2.293333333333333,22.0
3,0,0,2.293333333333333,19.0
2,0,0,2.293333333333333,19.0
1,0,0,2.293333333333333,19.0
2,0,0,2.293333333333333,5.0
2,0,0,2.293333333333333,5.0
3,4,1,2.293333333333333,26.0
9,10,0,2.293333333333333,26.0
4,12,8,2.293333333333333,66.0
10,8,20,2.293333333333333,35.0
9,5,2,2.293333333333333,30.0
6,9,12,2.293333333333333,26.0
10,14,3,2.293333333333333,39.0
5,9,0,2.293333333333333,27.0
3,0,0,2.293333333333333,19.0
2,0,0,2.293333333333333,19.0
4,7,0,2.293333333333333,27.0
8,10,0,2.293333333333333,30.0
8,10,0,2.293333333333333,24.0
8,3,0,2.293333333333333,26.0
4,7,0,2.293333333333333,23.0
5,9,0,2.293333333333333,21.0
10,0,0,2.293333333333333,19.0
7,12,0,2.293333333333333,23.0
8,3,0,2.293333333333333,32.0
10,8,0,2.293333333333333,33.0
9,7,5,2.293333333333333,22.0
10,12,0,2.293333333333333,33.0
5,8,0,2.293333333333333,21.0
12,14,6,2.293333333333333,39.0
4,7,0,2.293333333333333,30.0
8,11,0,2.293333333333333,26.0
8,11,0,2.293333333333333,24.0
10,4,0,2.293333333333333,23.0
4,12,25,2.293333333333333,48.0
8,3,4,2.293333333333333,38.0
4,7,0,2.293333333333333,31.0
4,7,0,2.293333333333333,29.0
4,7,0,2.293333333333333,19.0
8,10,0,2.293333333333333,21.0
5,8,0,2.293333333333333,22.0
10,8,4,2.293333333333333,37.0
4,7,0,2.293333333333333,32.0
4,8,0,2.293333333333333,31.0
9,25,41,2.293333333333333,127.0
12,28,5,2.293333333333333,10.0
9,20,4,2.293333333333333,16.0
6,10,6,2.293333333333333,18.0
4,13,0,2.293333333333333,29.0
8,13,0,2.293333333333333,23.0
7,11,0,2.293333333333333,25.0
9,18,14,2.293333333333333,81.0
15,16,0,2.293333333333333,26.0
10,13,4,2.293333333333333,19.0
2,3,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,5.0
2,0,0,1.9866666666666664,5.0
2,0,0,1.9866666666666664,5.0
2,0,0,1.9866666666666664,5.0
4,3,0,1.9866666666666664,22.0
8,8,0,1.9866666666666664,20.0
8,8,0,1.9866666666666664,24.0
3,4,0,1.9866666666666664,31.0
1,2,0,1.9866666666666664,19.0
3,0,0,1.9866666666666664,5.0
3,0,0,1.9866666666666664,5.0
3,0,0,1.9866666666666664,5.0
2,0,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,5.0
3,4,0,1.9866666666666664,20.0
8,3,0,1.9866666666666664,21.0
3,2,1,1.9866666666666664,21.0
3,2,1,1.9866666666666664,21.0
3,0,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,19.0
1,0,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,5.0
2,0,0,1.9866666666666664,5.0
4,3,0,1.9866666666666664,25.0
10,9,0,1.9866666666666664,25.0
4,12,10,1.9866666666666664,69.0
10,8,4,1.9866666666666664,36.0
9,5,1,1.9866666666666664,29.0
6,9,0,1.9866666666666664,25.0
10,14,0,1.9866666666666664,38.0
10,4,0,1.9866666666666664,26.0
3,0,0,1.9866666666666664,19.0
2,0,0,1.9866666666666664,19.0
8,3,0,1.9866666666666664,26.0
10,8,0,1.9866666666666664,29.0
10,8,0,1.9866666666666664,23.0
4,7,0,1.9866666666666664,26.0
8,3,0,1.9866666666666664,22.0
10,4,0,1.9866666666666664,20.0
10,0,0,1.9866666666666664,19.0
7,12,0,1.9866666666666664,22.0
4,7,0,1.9866666666666664,32.0
8,10,0,1.9866666666666664,33.0
9,7,0,1.9866666666666664,21.0
10,12,5,1.9866666666666664,34.0
9,4,0,1.9866666666666664,20.0
12,14,12,1.9866666666666664,40.0
4,7,0,1.9866666666666664,29.0
11,8,0,1.9866666666666664,25.0
11,8,0,1.9866666666666664,23.0
10,4,0,1.9866666666666664,22.0
4,12,4,1.9866666666666664,50.0
8,3,3,1.9866666666666664,39.0
8,3,11,1.9866666666666664,32.0
8,3,0,1.9866666666666664,28.0
4,7,0,1.9866666666666664,19.0
10,8,0,1.9866666666666664,20.0
9,4,0,1.9866666666666664,21.0
10,8,12,1.9866666666666664,38.0
4,7,8,1.9866666666666664,33.0
9,3,0,1.9866666666666664,30.0
9,25,42,1.9866666666666664,133.0
12,28,8,1.9866666666666664,10.0
9,20,9,1.9866666666666664,16.0
6,10,6,1.9866666666666664,18.0
4,13,0,1.9866666666666664,28.0
16,5,0,1.9866666666666664,22.0
11,7,0,1.9866666666666664,24.0
9,18,8,1.9866666666666664,85.0
19,12,1,1.9866666666666664,25.0
10,13,3,1.9866666666666664,19.0
3,2,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,5.0
2,0,0,2.2666666666666666,5.0
2,0,3,2.2666666666666666,5.0
2,0,0,2.2666666666666666,5.0
4,3,0,2.2666666666666666,21.0
8,8,0,2.2666666666666666,20.0
8,8,0,2.2666666666666666,24.0
3,4,7,2.2666666666666666,32.0
1,2,0,2.2666666666666666,19.0
3,0,0,2.2666666666666666,5.0
3,0,0,2.2666666666666666,5.0
3,0,0,2.2666666666666666,5.0
2,0,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,5.0
4,3,0,2.2666666666666666,20.0
4,7,0,2.2666666666666666,21.0
2,3,0,2.2666666666666666,21.0
2,3,0,2.2666666666666666,21.0
3,0,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,19.0
1,0,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,5.0
2,0,0,2.2666666666666666,5.0
3,4,0,2.2666666666666666,25.0
9,10,0,2.2666666666666666,25.0
4,12,24,2.2666666666666666,72.0
10,8,5,2.2666666666666666,37.0
6,8,0,2.2666666666666666,29.0
6,9,5,2.2666666666666666,26.0
10,14,14,2.2666666666666666,39.0
5,9,0,2.2666666666666666,26.0
3,0,0,2.2666666666666666,19.0
2,0,0,2.2666666666666666,19.0
4,7,0,2.2666666666666666,26.0
8,10,0,2.2666666666666666,29.0
8,10,0,2.2666666666666666,23.0
8,3,0,2.2666666666666666,25.0
4,7,0,2.2666666666666666,22.0
5,9,0,2.2666666666666666,20.0
10,0,0,2.2666666666666666,19.0
7,12,8,2.2666666666666666,23.0
8,3,0,2.2666666666666666,31.0
10,8,11,2.2666666666666666,34.0
9,7,0,2.2666666666666666,20.0
10,12,0,2.2666666666666666,33.0
5,8,0,2.2666666666666666,20.0
12,14,0,2.2666666666666666,38.0
4,7,0,2.2666666666666666,28.0
8,11,0,2.2666666666666666,25.0
8,11,0,2.2666666666666666,23.0
5,9,0,2.2666666666666666,22.0
4,12,4,2.2666666666666666,52.0
8,3,3,2.2666666666666666,40.0
8,3,0,2.2666666666666666,31.0
4,7,0,2.2666666666666666,28.0
4,7,0,2.2666666666666666,19.0
8,10,0,2.2666666666666666,20.0
5,8,0,2.2666666666666666,21.0
10,8,0,2.2666666666666666,37.0
4,7,0,2.2666666666666666,32.0
4,8,2,2.2666666666666666,30.0
9,25,45,2.2666666666666666,139.0
12,28,9,2.2666666666666666,10.0
9,20,10,2.2666666666666666,16.0
6,10,10,2.2666666666666666,18.0
13,4,0,2.2666666666666666,27.0
8,13,7,2.2666666666666666,24.0
7,11,0,2.2666666666666666,24.0
9,18,1,2.2666666666666666,81.0
15,16,0,2.2666666666666666,25.0
10,13,2,2.2666666666666666,19.0
2,3,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,5.0
2,0,0,2.6666666666666665,5.0
2,0,0,2.6666666666666665,5.0
2,0,0,2.6666666666666665,5.0
3,4,0,2.6666666666666665,20.0
8,8,0,2.6666666666666665,19.0
8,8,0,2.6666666666666665,23.0
3,4,0,2.6666666666666665,31.0
1,2,0,2.6666666666666665,19.0
3,0,0,2.6666666666666665,5.0
3,0,0,2.6666666666666665,5.0
3,0,0,2.6666666666666665,5.0
2,0,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,5.0
3,4,2,2.6666666666666665,19.0
8,3,0,2.6666666666666665,20.0
3,2,0,2.6666666666666665,20.0
3,2,0,2.6666666666666665,20.0
3,0,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,19.0
1,0,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,5.0
2,0,0,2.6666666666666665,5.0
4,3,0,2.6666666666666665,24.0
10,9,0,2.6666666666666665,24.0
4,12,9,2.6666666666666665,75.0
10,8,10,2.6666666666666665,38.0
9,5,0,2.6666666666666665,28.0
6,9,0,2.6666666666666665,25.0
10,14,34,2.6666666666666665,40.0
10,4,0,2.6666666666666665,25.0
3,0,0,2.6666666666666665,19.0
2,0,0,2.6666666666666665,19.0
8,3,2,2.6666666666666665,25.0
10,8,0,2.6666666666666665,28.0
10,8,0,2.6666666666666665,22.0
4,7,0,2.6666666666666665,25.0
8,3,0,2.6666666666666665,21.0
10,4,0,2.6666666666666665,19.0
10,0,0,2.6666666666666665,19.0
7,12,3,2.6666666666666665,24.0
4,7,3,2.6666666666666665,33.0
10,8,0,2.6666666666666665,33.0
4,12,5,2.6666666666666665,22.0
10,12,2,2.6666666666666665,32.0
9,4,0,2.6666666666666665,19.0
12,14,3,2.6666666666666665,39.0
8,3,3,2.6666666666666665,29.0
11,8,0,2.6666666666666665,24.0
11,8,0,2.6666666666666665,22.0
10,4,0,2.6666666666666665,21.0
4,12,19,2.6666666666666665,54.0
8,3,8,2.6666666666666665,42.0
8,3,3,2.6666666666666665,32.0
8,3,0,2.6666666666666665,27.0
4,7,0,2.6666666666666665,19.0
10,8,7,2.6666666666666665,21.0
9,4,0,2.6666666666666665,20.0
10,8,0,2.6666666666666665,36.0
4,7,0,2.6666666666666665,31.0
9,3,0,2.6666666666666665,29.0
9,25,47,2.6666666666666665,145.0
12,28,6,2.6666666666666665,10.0
9,20,4,2.6666666666666665,16.0
6,10,2,2.6666666666666665,18.0
4,13,10,2.6666666666666665,29.0
8,13,3,2.6666666666666665,25.0
11,7,1,2.6666666666666665,23.0
9,18,4,2.6666666666666665,85.0
19,12,0,2.6666666666666665,24.0
10,13,10,2.6666666666666665,19.0
2,3,0,1.76,19.0
2,0,0,1.76,19.0
2,0,0,1.76,5.0
2,0,0,1.76,5.0
2,0,0,1.76,5.0
2,0,0,1.76,5.0
4,3,0,1.76,20.0
8,8,0,1.76,19.0
8,8,0,1.76,23.0
3,4,0,1.76,30.0
1,2,0,1.76,19.0
3,0,0,1.76,5.0
3,0,0,1.76,5.0
3,0,0,1.76,5.0
2,0,0,1.76,19.0
2,0,0,1.76,19.0
2,0,0,1.76,19.0
2,0,0,1.76,5.0
4,3,0,1.76,19.0
4,7,0,1.76,20.0
2,3,0,1.76,20.0
2,3,0,1.76,20.0
3,0,0,1.76,19.0
2,0,0,1.76,19.0
1,0,0,1.76,19.0
2,0,0,1.76,5.0
2,0,0,1.76,5.0
3,4,0,1.76,24.0
9,10,0,1.76,24.0
4,12,2,1.76,78.0
10,8,0,1.76,37.0
6,8,0,1.76,28.0
6,9,0,1.76,24.0
10,14,0,1.76,38.0
5,9,0,1.76,25.0
3,0,0,1.76,19.0
2,0,0,1.76,19.0
4,7,0,1.76,25.0
8,10,0,1.76,28.0
8,10,0,1.76,22.0
8,3,0,1.76,24.0
4,7,0,1.76,21.0
5,9,0,1.76,19.0
10,0,0,1.76,19.0
7,12,0,1.76,23.0
4,7,2,1.76,34.0
10,8,0,1.76,32.0
4,12,0,1.76,21.0
