vehicle_id,system_type,depart_time,arrival_time,duration,waiting_time,time_loss,route_length,average_speed,waiting_ratio,delay_ratio
610,fixed,915.0,990.0,75.0,0.0,12.58,545.13,7.2684,0.0,0.16773333333333335
421,fixed,632.0,991.0,359.0,152.0,204.61,2439.72,6.795877437325904,0.4233983286908078,0.5699442896935933
456,fixed,684.0,996.0,312.0,185.0,218.72,1286.77,4.12426282051282,0.592948717948718,0.701025641025641
180,fixed,270.0,997.0,727.0,388.0,480.98,3002.59,4.130110041265475,0.5337001375515819,0.6615955983493811
603,fixed,905.0,997.0,92.0,0.0,9.02,878.13,9.544891304347827,0.0,0.09804347826086957
179,fixed,269.0,998.0,729.0,409.0,479.42,3130.18,4.293799725651577,0.5610425240054869,0.6576406035665295
469,fixed,704.0,1001.0,297.0,3.0,41.39,2430.77,8.184410774410773,0.010101010101010102,0.13936026936026935
80,fixed,120.0,1004.0,884.0,621.0,706.15,2921.71,3.3051018099547513,0.7024886877828054,0.7988122171945701
173,fixed,260.0,1004.0,744.0,457.0,560.15,3516.28,4.726182795698925,0.614247311827957,0.7528897849462365
240,fixed,360.0,1004.0,644.0,301.0,368.19,3041.33,4.722562111801242,0.4673913043478261,0.5717236024844721
321,fixed,482.0,1004.0,522.0,211.0,269.36,2909.75,5.574233716475096,0.4042145593869732,0.5160153256704981
235,fixed,353.0,1009.0,656.0,289.0,404.91,3706.86,5.650701219512196,0.4405487804878049,0.6172408536585366
212,fixed,318.0,1011.0,693.0,472.0,524.11,2150.07,3.1025541125541127,0.6810966810966811,0.7562914862914863
49,fixed,74.0,1012.0,938.0,757.0,792.02,1993.48,2.1252452025586352,0.8070362473347548,0.8443710021321962
21,fixed,32.0,1013.0,981.0,633.0,727.94,4004.94,4.0825076452599385,0.6452599388379205,0.7420387359836902
100,fixed,150.0,1013.0,863.0,546.0,624.2,4524.91,5.2432329084588645,0.6326767091541136,0.7232908458864427
574,fixed,861.0,1014.0,153.0,0.0,17.45,1219.24,7.968888888888889,0.0,0.11405228758169934
183,fixed,275.0,1019.0,744.0,455.0,546.69,2694.25,3.62130376344086,0.6115591397849462,0.7347983870967743
