duration,waiting_time,time_loss,route_length,average_speed,waiting_ratio
-1.2950060297149004,-0.9922728737508371,-1.0607457256495307,-1.3421383117682264,2.812605002213496,-1.529623953788814
-1.2359414046591248,-0.9922728737508371,-1.053042527347041,-1.4933786428802591,0.7782228190655924,-1.529623953788814
-1.250707560923069,-0.9922728737508371,-1.0590640415130719,-1.4612603334866403,1.1497421729071093,-1.529623953788814
-1.2531685869670597,-0.9922728737508371,-1.0562431519938502,-1.457403476458007,1.208616001014286,-1.529623953788814
-1.213792170263209,-0.9922728737508371,-1.042545563463014,-1.493677881787653,0.5230679067338494,-1.529623953788814
-1.3097721859788445,-0.9922728737508371,-1.0622917900975657,-1.5629683132331,1.6369066495631717,-1.529623953788814
-1.0636695815797792,-0.9153897646880981,-0.9554505995570451,-1.1830429593371024,0.4340533250462745,-0.9574183435591014
-1.285161925538938,-0.9922728737508371,-1.0421929522731115,-1.2976348364852464,2.827384160568635,-1.529623953788814
-1.3319214203747602,-0.9922728737508371,-1.0577620925042002,-1.7547804528726312,0.5916322484034588,-1.529623953788814
-1.1842598577353212,-0.9922728737508371,-1.0481873425014574,-1.2850086170315955,1.1022362955614844,-1.529623953788814
-1.228558326527153,-0.8739911675004692,-0.9296286108810929,-1.6254593717272063,0.044921839827362586,-0.028452960149729693
-1.2236362744391716,-0.9656594898445043,-1.000693327615331,-1.3129209573379548,1.4923008880455073,-1.1988246755513354
-0.9012418626763962,-0.9213038500006165,-0.9165548729170079,-0.4048804928509706,1.2885960287769067,-1.1543312053790429
-1.1744157535593585,-0.9567883618757269,-0.9873754742120827,-1.2044551655995148,1.3123856644376424,-1.163954096363909
-0.960306487732172,-0.8946904660942837,-0.9123777865135451,-0.465858732424363,1.5453809487703507,-0.9528873036590926
-1.312233212022835,-0.9922728737508371,-1.0580062079433639,-1.4597973877171588,2.4803231494533278,-1.529623953788814
-0.824950055312686,-0.5191460487493659,-0.5916643473281891,-1.4986070115677816,-1.0674862391190565,0.6728663071488389
-1.0021439304800128,-0.9922728737508371,-1.0373377674275277,-0.5182754143695391,1.7443249383318484,-1.529623953788814
-1.1744157535593585,-0.9479172339069492,-0.9798892674110713,-1.1743733432145491,1.4313615272398745,-1.0725366320076826
-0.8298721074006673,-0.9922728737508371,-1.0004220882384827,-0.02757347939467019,1.5889971293129301,-1.529623953788814
-0.7904956906968169,-0.9242608926568757,-0.9323138807118907,0.3150966305307789,1.9553991756563947,-1.2292522851897847
-1.1030459982836296,-0.8828622954692469,-0.9231731137121051,-1.189858956672187,0.6868446898188174,-0.626093809500906
-0.923391097072312,-0.7793658025001751,-0.8099306738779658,-0.5940327310914442,1.02693627515598,-0.35747673957747406
-0.817566977180714,-0.9922728737508371,-1.013929809205525,0.1660756546485849,1.86119545668843,-1.529623953788814
-1.0242931648759288,-0.9922728737508371,-1.0287394791814388,-0.4879774749959001,2.0159388541553853,-1.529623953788814
-1.1842598577353212,-0.9922728737508371,-1.027166290795719,-1.4336721686632914,0.4934475116176126,-1.529623953788814
-1.3097721859788445,-0.9922728737508371,-1.0473465004332279,-1.621777070727886,1.1979810649197713,-1.529623953788814
-0.5640812946496769,-0.5575876032807354,-0.5542061893854474,-0.055693624497830795,0.4707446636443183,-0.0937436163799226
-1.043981373227854,-0.9922728737508371,-1.0218499990094936,-0.671219744815343,1.7094192362758236,-1.529623953788814
-1.0218321388319382,-0.9922728737508371,-1.0378802461812247,-0.6484194025102972,1.5783453448393563,-1.529623953788814
-0.9430793054242372,-0.8355496129690998,-0.8592148686512904,-0.8725992172996087,0.5334242225933422,-0.6340794095977252
-0.9283131491602934,-0.9922728737508371,-0.9922577829953511,-0.6796815561410945,0.8728349180482428,-1.529623953788814
-1.0489034253158354,-0.9922728737508371,-1.031885855952878,-0.433424559739606,2.40939943023863,-1.529623953788814
-0.5616202686056863,-0.9922728737508371,-0.9683615938950211,0.3686936437217867,1.000367679532408,-1.529623953788814
-0.662522336409303,-0.35650870265511003,-0.4263710710768731,-1.1943475402830963,-0.8378195058876843,0.8289466266018246
-0.7363531177290226,-0.9922728737508371,-0.9720233254824725,-0.3939832093067072,0.5429361668586437,-1.529623953788814
-1.0046049565240036,-0.9863587884383187,-1.0087220131700387,-0.5278094984467856,1.741111409092881,-1.491287597768461
-0.6477561801453591,-0.43043476906158995,-0.48390094290638425,-0.8686426139685107,-0.40481025154604994,0.516912030741811
-0.7388141437730131,-0.5871580298433273,-0.6423318629234398,-0.8559415847880114,-0.1752802555574709,0.13174853619525775
-1.0169100867439569,-0.9922728737508371,-1.0205751739383069,-0.4995729826574163,1.9185744593701521,-1.529623953788814
-0.5886915550895834,-0.9863587884383187,-0.9801333828502347,0.9334156473173016,1.8316166864887895,-1.5095378630288545
-1.043981373227854,-0.8000651010939894,-0.8356441668031785,-1.100586015966321,0.5406747202626887,-0.1664282353003808
-1.0562865034478073,-0.9922728737508371,-1.0218228750718088,-0.9807408335550384,0.955886650944307,-1.529623953788814
-0.7658854302569104,-0.628556627030956,-0.6613457432405012,-0.8389348402177877,-0.0738334518684836,0.019950521535629415
-0.8052618469607608,-0.9922728737508371,-0.9939665910694947,-0.08097099998074858,1.359419197304892,-1.529623953788814
-0.4705623049780321,-0.7054397360936951,-0.6771318749730686,-0.0037174887218733906,0.2908713714747906,-0.6714793690255285
-1.1301172847675267,-0.8739911675004692,-0.9077124692317553,-1.1745645236276068,0.9638851220376654,-0.47324436567242123
-0.2982904818986865,-0.23231291109222388,-0.20710115883275806,0.00515993219748061,-0.04980260344005311,0.4075372412269498
-0.4114976799222565,-0.7616235465626199,-0.6325401214192184,0.843477731261671,1.07630059613409,-0.8783548049090943
-0.4582571747580788,-0.6462988829685112,-0.6195748792058726,0.4507682262664536,0.7774083660988923,-0.507227164922489
-0.5566982165177049,-0.39199321453022035,-0.3833253819710578,-1.0491667970457916,-0.7992149744301174,0.437093614983587
-0.2589140651948361,-0.06080443702919048,-0.09743907877301557,-0.5859865293592955,-0.675302087940162,0.7670295219090184
-0.824950055312686,-0.6078573284371417,-0.6354966306268642,-0.8694073356207398,0.05667681553275239,0.259899383223029
-1.3171552641108164,-0.9893158310945779,-1.0484585818783059,-1.6937440279561344,0.7996941482893029,-1.4691954604008002
-0.4065756278342752,-0.21752769781092787,-0.3154612898836288,-0.5640340306251993,-0.45658867145282733,0.6477738336049397
-1.2753178213629752,-0.9922728737508371,-1.0500588942017102,-1.3098953194965268,2.49498698444405,-1.529623953788814
-0.2539920131068547,0.04269205593988122,-0.012595401694886857,-0.9141269278923932,-0.9902387778813245,1.0118187925706343
-0.20969354431502302,-0.9922728737508371,-0.9550166165540879,1.6936154671679229,1.3423437558310511,-1.529623953788814
-1.0390593211398726,-0.9922728737508371,-1.0291463382467112,-0.8524837129692366,1.1778075848071032,-1.529623953788814
-0.4804064091539947,-0.20569952718589107,-0.2876050058813147,-0.7011851965140996,-0.494357113773338,0.8472301194730698
