vehicle_id,duration,waiting_time,time_loss,route_length,average_speed,waiting_ratio,delay_ratio
303,286.0,77.0,118.49,2198.15,7.685839160839161,0.2692307692307692,0.4143006993006993
15,719.0,489.0,537.18,2733.88,3.802336578581363,0.6801112656467315,0.7471210013908205
289,309.0,18.0,83.24,2858.28,9.250097087378641,0.05825242718446602,0.2693851132686084
187,474.0,78.0,149.14,3556.27,7.5026793248945145,0.16455696202531644,0.31464135021097045
330,261.0,11.0,47.11,2258.63,8.653754789272032,0.0421455938697318,0.18049808429118774
274,346.0,81.0,124.63,2087.05,6.031936416184972,0.23410404624277456,0.36020231213872833
436,106.0,0.0,12.02,961.13,9.067264150943396,0.0,0.11339622641509434
345,243.0,111.0,141.3,1040.48,4.281810699588477,0.4567901234567901,0.5814814814814815
424,126.0,0.0,14.42,1102.39,8.749126984126985,0.0,0.11444444444444445
137,560.0,102.0,179.87,4351.35,7.770267857142858,0.18214285714285713,0.3211964285714286
408,156.0,0.0,13.93,1592.97,10.211346153846154,0.0,0.08929487179487179
344,254.0,45.0,93.92,2465.76,9.707716535433072,0.17716535433070865,0.36976377952755907
251,396.0,150.0,211.66,2563.23,6.47280303030303,0.3787878787878788,0.5344949494949495
63,682.0,338.0,400.94,4673.61,6.852800586510264,0.49560117302052786,0.5878885630498534
229,433.0,205.0,264.54,1956.28,4.51796766743649,0.47344110854503463,0.6109468822170901
184,502.0,85.0,139.57,4191.76,8.350119521912351,0.1693227091633466,0.2780278884462151
292,341.0,61.0,104.06,2790.62,8.183636363636364,0.17888563049853373,0.30516129032258066
397,184.0,60.0,100.27,1243.44,6.757826086956522,0.32608695652173914,0.544945652173913
156,547.0,244.0,342.89,3599.56,6.58054844606947,0.4460694698354662,0.6268555758683729
431,134.0,30.0,49.99,784.94,5.857761194029851,0.22388059701492538,0.3730597014925373
249,410.0,157.0,235.53,2541.23,6.1981219512195125,0.3829268292682927,0.5744634146341463
412,166.0,0.0,15.5,1583.39,9.538493975903615,0.0,0.09337349397590361
132,588.0,320.0,364.65,2793.4,4.750680272108844,0.54421768707483,0.6201530612244898
217,461.0,240.0,286.85,3389.52,7.352537960954447,0.5206073752711496,0.622234273318872
392,199.0,39.0,60.96,1871.43,9.404170854271356,0.19597989949748743,0.3063316582914573
222,455.0,125.0,191.95,3017.73,6.632373626373626,0.27472527472527475,0.4218681318681318
235,437.0,96.0,186.5,3706.86,8.482517162471396,0.21967963386727687,0.4267734553775744
143,576.0,325.0,405.21,3035.77,5.270434027777778,0.5642361111111112,0.7034895833333333
299,347.0,226.0,284.45,1259.01,3.628270893371758,0.6512968299711815,0.8197406340057637
92,659.0,286.0,361.9,3349.51,5.082716236722307,0.4339908952959029,0.5491654021244309
224,461.0,155.0,227.18,3394.9,7.364208242950109,0.3362255965292842,0.49279826464208243
25,760.0,249.0,346.71,4451.22,5.856868421052632,0.32763157894736844,0.45619736842105263
35,746.0,283.0,374.38,6044.59,8.102667560321716,0.37935656836461124,0.5018498659517426
208,490.0,192.0,261.3,3117.56,6.362367346938775,0.39183673469387753,0.533265306122449
311,339.0,105.0,172.65,2501.71,7.3796755162241885,0.30973451327433627,0.5092920353982301
384,230.0,0.0,23.75,2290.16,9.957217391304347,0.0,0.10326086956521739
405,198.0,52.0,87.92,2090.49,10.558030303030302,0.26262626262626265,0.44404040404040407
152,580.0,282.0,343.8,3466.89,5.977396551724138,0.4862068965517241,0.5927586206896552
492,71.0,0.0,11.13,758.02,10.676338028169013,0.0,0.15676056338028171
122,627.0,134.0,220.58,4787.42,7.635438596491229,0.21371610845295055,0.35180223285486445
369,256.0,94.0,157.21,1569.03,6.1290234375,0.3671875,0.6141015625
429,166.0,0.0,41.37,1839.75,11.082831325301205,0.0,0.2492168674698795
327,322.0,111.0,154.81,2012.13,6.248850931677019,0.3447204968944099,0.480776397515528
504,57.0,0.0,7.46,604.95,10.613157894736842,0.0,0.13087719298245615
256,430.0,69.0,128.68,4033.37,9.37993023255814,0.16046511627906976,0.2992558139534884
403,209.0,59.0,79.93,1755.87,8.401291866028707,0.2822966507177033,0.38244019138755986
254,439.0,133.0,201.44,3022.81,6.885671981776765,0.30296127562642367,0.4588610478359909
211,509.0,129.0,224.33,4011.74,7.881611001964636,0.25343811394891946,0.4407269155206287
246,458.0,187.0,243.49,2756.53,6.018624454148472,0.40829694323144106,0.5316375545851528
309,364.0,104.0,166.62,2328.24,6.396263736263736,0.2857142857142857,0.45774725274725275
