edge_id,from_node,to_node,num_lanes,speed_limit,priority,vehicle_count,avg_waiting_time,avg_time_loss,traffic_score,traffic_level,is_high_traffic,system_type
199428333,cluster_2094306222_682081219,2094306170,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199428334,2668636321,6530555254,1,13.89,8,0,0.0,0.0,0.0,high,1,fixed
199430407,2094344631,2094344646,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199430408#0,644608073,2094344665,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199430408#1,2094344665,2094344673,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199430409,2094344658,2094344637,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199430412,2094344648,2094344653,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199430413,2094344651,2094344636,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199430414,4793220508,2094344650,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
199438202#0,2094422497,2094422495,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438202#1,2094422495,5085876192,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438202#2,5085876192,2094422517,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438202#3,2094422517,3517646793,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438203,2094422544,cluster_1447121115_403875113,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438204,3199103597,2094422555,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438205,2094422561,1447121108,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438206,2094422542,cluster_1447121115_403875113,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438207,2094422548,2094422502,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438208,3517646794,7213370029,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438210#0,2094422491,2094422502,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
199438210#1,2094422502,2094422515,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200241228,2102376898,cluster_3502106854_3844333996,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200538746,2105162031,2105162033,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200540874,cluster_2131864632_652533088,2105178534,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200540875,2131864637,2105178545,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200540876,2105178538,1985256175,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200543716,2105200718,2105200715,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200543718,2105200703,cluster_4692153560_683786340,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200543720#0,cluster_11762736411_2105200708,4692153541,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200543720#1,4692153541,4692153534,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200543720#2,4692153534,4692153537,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200543720#3,4692153537,683786339,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200543722,2105200701,2105200746,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200569685,2066330718,2105395190,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200571748,2105409808,2105409825,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573235#0,644607748,cluster_2105420915_3799980009,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573235#2,cluster_2105420915_3799980009,cluster_3799980014_3799980015,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573235#3,cluster_3799980014_3799980015,2105420893,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573235#4,2105420893,2105420913,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573236#0,cluster_2105420915_3799980009,2105420893,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573236#1,2105420893,cluster_2105420878_3799980003,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573236#2,cluster_2105420878_3799980003,644608010,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
200573237#1,cluster_2105420878_3799980003,2105420912,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505074#0,2124723741,2124723792,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
202505074#1,2124723792,5007247141,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
202505074#2,5007247141,5007247133,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
202505074#3,5007247133,3141898893,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
202505074#4,3141898893,cluster_3141898891_3141899992,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
202505074#5,cluster_3141898891_3141899992,cluster_3141886920_3141898896,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
202505076#0,cluster_2124723752_3896047838,11749901172,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#1,11749901172,5055608252,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#10,cluster_2124723870_5290309718,3896047832,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#11,3896047832,2124723860,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#12,2124723860,683793316,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#2,5055608252,2718560089,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#3,2718560089,3804259536,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#4,3804259536,2124723764,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#5,2124723764,2124723861,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#6,2124723861,2124723754,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#7,2124723754,5007247110,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
202505076#8,5007247110,cluster_2124723870_5290309718,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
203206814,2131864645,2131864647,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
203571219,2135817961,973768762,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
203571220,2135817967,2135817956,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
203572804,cluster_258030070_3152504908,1428445671,1,5.56,3,0,0.0,0.0,0.0,high,1,fixed
204361781#0,2143715395,3192341504,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204361781#1,3192341504,2143715440,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204361781#2,2143715440,3192341502,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204361781#3,3192341502,2143715444,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204361781#4,2143715444,2143715430,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204361781#5,2143715430,2143715402,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204361784,1428445677,683787620,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
204361786#0,8993502146,2143715409,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204361786#1,2143715409,8993502146,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204505126,2145039478,2145039482,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204506194#0,2145049304,2145049302,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204506194#1,2145049302,2145049309,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204506195#0,2145049309,11328438846,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
204506195#1,11328438846,10175609349,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
228885209,2375440699,2375440698,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
228885210#0,2375440698,5136285977,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
228885210#1,5136285977,3993559265,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
228885210#2,3993559265,6991418889,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
228885222,2375440701,2375440700,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
228885223#0,2375440700,3804259483,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
228885223#1,3804259483,3574700136,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
228985624#0,2143715444,2376285712,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
228985624#1,2376285712,4980201964,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
228985624#2,4980201964,4980201968,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
228985626#0,2376285717,2376285715,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
228985626#1,2376285715,2143715444,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
228985627#0,2376285706,2376285707,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
228985627#1,2376285707,2143715440,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
230197862#0,cluster_2578254849_619140979,4264741377,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
230197862#1,4264741377,3942452786,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
230197867#1,cluster_10219043274_10219043275_10219043276_10219043277_#6more,2122125310,2,13.89,11,0,0.0,0.0,0.0,high,1,fixed
230197867#2,2122125310,3340955133,2,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23042664#0,cluster_10660932941_10660932997,1814506657,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
23042664#1,1814506657,248608259,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
23042664#2,248608259,3152520261,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
23042664#3,3152520261,4502191089,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
231049390#0,5818215713,2394674143,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
231049390#1,2394674143,2394674139,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
231049391,2394674140,2394674129,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
231049392,2394674126,2394674144,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
231049393,5085881431,2394674129,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23185502#0,403874944,cluster_673075505_673076213,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#2,cluster_673075505_673076213,673076192,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#3,673076192,250731005,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#4,250731005,673075501,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#5,673075501,673076201,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#6,673076201,10019928813,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#7,10019928813,635166189,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#8,635166189,3340959184,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185502#9,3340959184,3340955134,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
23185856#0,673075525,673075520,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23185856#1,673075520,673075471,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23185856#2,673075471,673075512,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23185856#3,673075512,4077044436,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23185856#4,4077044436,673075523,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23190653,673075501,3521475485,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23190655#0,673075520,673075511,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23190655#1,673075511,4077044435,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23190655#2,4077044435,673075523,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
232604679,2409494715,10660932920,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
232605038,2409497319,2409497237,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
232605634,cluster_2409502949_679007192,2409502887,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
232605635,2409502684,2409502834,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
232616956,cluster_5375536059_679007194,2409600776,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
232617174,2409603916,2409603921,1,1.39,1,0,0.0,0.0,0.0,high,1,fixed
232726895,cluster_2410566473_2410566474,2410566476,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
232726896,cluster_2410566473_2410566474,2410566471,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
232726953,2410567170,2410567177,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233499011#0,3830183073,5626805943,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#1,5626805943,5375536069,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#10,5375518034,60796643,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#11,60796643,679008490,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#12,679008490,3924374454,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#13,3924374454,cluster_11175788737_268931810,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#15,cluster_11175788737_268931810,cluster_11175787435_5375518032,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#17,cluster_11175787435_5375518032,cluster_11175787433_5375518030,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#19,cluster_11175787433_5375518030,3924374659,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#2,5375536069,10230717958,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#20,3924374659,cluster_11175787428_6991372498,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#22,cluster_11175787428_6991372498,5375518028,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#23,5375518028,5375518024,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#24,5375518024,cluster_5375518026_5375536097,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#26,cluster_5375518026_5375536097,3830183348,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#3,10230717958,5194441199,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#4,5194441199,5764660038,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#5,5764660038,11021721338,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#6,11021721338,cluster_4865865969_672771681,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#8,cluster_4865865969_672771681,5764660036,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499011#9,5764660036,5375518034,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
233499614,cluster_2418775961_5782052644,2418776023,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
233589300,2419528174,2419528175,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233589301,cluster_2419528176_2419532403,2419528177,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233589320,2419528256,2419528315,1,8.33,2,0,0.0,0.0,0.0,high,1,fixed
233589890,2419532369,2419532368,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
233589891,cluster_2419528176_2419532403,2419532404,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233591605,2419545247,2419545294,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233591608,cluster_2419545239_4709558104,2419545301,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233596651,2419586574,4567940766,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233596652,2419586582,2419586464,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
233596653,2419586584,4568328231,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
235976579#1,cluster_10261690663_10261690664_2094306205_403875011_#2more,3891716343,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
235976579#2,3891716343,10261690665,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
235976579#3,10261690665,cluster_10869977167_6991380971,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
235976579#4,cluster_10869977167_6991380971,1128189093,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
235976579#5,1128189093,9824751937,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
23721602,635166110,4817216282,3,19.44,13,0,0.0,0.0,0.0,high,1,fixed
23797114#0,cluster_673882749_673882750,cluster_4181840591_4181840593,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797114#2,cluster_4181840591_4181840593,257871578,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#0,257871595,257871600,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#1,257871600,5310185228,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#10,3340970984,257871620,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#2,5310185228,4181840610,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#3,4181840610,4181855501,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#4,4181855501,10996509860,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#5,10996509860,673072117,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#6,673072117,257871616,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#7,257871616,257871617,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#8,257871617,9918525526,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23797258#9,9918525526,3340970984,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
23811050#0,cluster_10219054417_10219054418_1307349788_1307349789_#1more,635166153,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23811050#1,635166153,2143715394,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23811050#2,2143715394,cluster_258030070_3152504908,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
23811054#1,cluster_10219054417_10219054418_1307349788_1307349789_#1more,1144959865,3,19.44,13,0,0.0,0.0,0.0,high,1,fixed
24255048,cluster_253022586_3150402309_4793209901_662901136_#1more,635111089,2,13.89,11,0,0.0,0.0,0.0,high,1,fixed
243532178,248608266,2509241712,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532179#0,cluster_2509241713_6991299273,248608268,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532179#1,248608268,cluster_5133502775_645092082,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532180#0,248608259,2509241716,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532180#1,2509241716,2509241711,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532180#2,2509241711,cluster_2509241713_6991299273,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532180#4,cluster_2509241713_6991299273,2509241714,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532180#5,2509241714,10749741400,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532180#6,10749741400,2509241712,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532180#7,2509241712,248608264,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
243532181,248608267,2509241714,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
24563846,cluster_258030070_3152504908,267078998,2,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24745877#0,1280138189,9457821563,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
24745877#1,9457821563,9457821551,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
24745877#2,9457821551,9457821558,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
24745877#3,9457821558,cluster_1280138190_6991557035,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
24745877#5,cluster_1280138190_6991557035,268931757,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
24745878,cluster_268931740_3822138405,60797501,3,16.67,11,0,0.0,0.0,0.0,high,1,fixed
24745880,cluster_11175788737_268931810,268931915,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
24791500#0,91032005,cluster_10555850724_619274591,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#11,cluster_3150394234_3887415833_619297623_7043382050,cluster_6233414067_653114103,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#12,cluster_6233414067_653114103,2145049297,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#13,2145049297,cluster_618542191_618542192,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#14,cluster_618542191_618542192,3646111620,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#15,3646111620,2145039478,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#16,2145039478,3150402308,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#2,cluster_10555850724_619274591,671432767,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#3,671432767,681770269,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#4,681770269,681770266,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#5,681770266,2094306221,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#6,2094306221,cluster_270333418_3191696090_3191696091_3191696092_#1more,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#8,cluster_270333418_3191696090_3191696091_3191696092_#1more,cluster_2094306193_4967065459,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
24791500#9,cluster_2094306193_4967065459,cluster_3150394234_3887415833_619297623_7043382050,3,16.67,12,0,0.0,0.0,0.0,high,1,fixed
249492800,2560859825,2560859826,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492801,2560859828,3150421780,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492802#0,2560859830,13202665709,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492802#1,13202665709,13202665715,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492802#2,13202665715,3150421795,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492803,2560859833,2560859834,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492804#0,2560859835,2105178534,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492804#1,2105178534,2560859839,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
249492804#2,2560859839,2560859837,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
25293162,275517860,cluster_275517837_674077280,2,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#0,268931537,cluster_5309894351_674077260,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#10,674077289,cluster_275517837_674077280,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#2,cluster_5309894351_674077260,674077300,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#3,674077300,cluster_5656720368_674077237,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#5,cluster_5656720368_674077237,674077296,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#6,674077296,674077231,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#7,674077231,275517828,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#8,275517828,5309894375,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258483484#9,5309894375,674077289,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
258498278#0,2638421712,3278475182,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
258498278#1,3278475182,2638421689,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
258498278#2,2638421689,2638421709,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
258498279,2638421690,2638421673,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
258498280,2638421715,2638421713,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
258498281#0,2638421714,10239572671,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
258498281#1,10239572671,2638421675,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
258498282,3278475182,2638421673,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
258498283#1,cluster_2638421718_5523303915,2638421709,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
258498283#2,2638421709,3278475185,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
258498283#3,3278475185,2638421690,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
258498283#4,2638421690,10239535466,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
266274743#1,cluster_3141898891_3141899992,5007247131,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
266274743#2,5007247131,5007247137,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
266274743#3,5007247137,5007247139,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
266274743#4,5007247139,2718560089,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
281909407,2858762128,2858762129,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
303909846,3084193565,cluster_1280138190_6991557035,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
303911714#0,644620381,667775980,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
303911714#1,667775980,4086331230,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
303911715#0,7934004775,6991523979,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
303911715#1,6991523979,cluster_10660932965_10660932981_10660932982_10660932983,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
307542062,3127341692,cluster_3127341688_5202849311,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
307542063,3127341689,3127341691,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
307542064,3127341691,3127341692,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
307990035,403875032,cluster_3132625455_3132625456_3132625457_3141885394_#1more,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
307990038#2,cluster_3132625455_3132625456_3132625457_3141885394_#1more,3740348987,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
308898694,618526999,3354690385,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
308900237,3141893180,2094641193,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900303#0,3141885391,5929526190,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900303#1,5929526190,cluster_3132625455_3132625456_3132625457_3141885394_#1more,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900675,3141897290,3141897286,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
308900677,3141897292,3141897295,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
308900679,3141897293,3141897287,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
308900844#0,3141886911,3141886916,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#1,3141886916,5068865946,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#2,5068865946,5068865939,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#3,5068865939,3141898882,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#4,3141898882,4991016359,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#5,4991016359,3141899991,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#6,3141899991,3141886915,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#7,3141886915,4991016353,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900844#8,4991016353,cluster_3141886920_3141898896,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
308900964,3141898889,3141898893,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
308900965,3141898888,3141898882,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
308901116,3141899988,3141899991,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
