edge_id,from_node,to_node,num_lanes,speed_limit,priority,vehicle_count,avg_waiting_time,avg_time_loss,traffic_score,traffic_level,is_high_traffic,system_type
-345487956#6,cluster_257871587_673072121,cluster_3340971205_673069789,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-345487956#8,5310173992,cluster_257871587_673072121,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-345487956#9,5310173991,5310173992,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-345487958,673882757,673882753,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487960#0,5085880317,1912464505,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487960#1,5085880319,5085880317,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487960#2,1912464508,5085880319,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487962#0,11024097519,3521475485,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487962#1,cluster_4879920437_673075474,11024097519,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487965,673885543,673885542,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487968,250731005,673075523,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487969,4181840608,3521475487,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487970#0,5309894465,673882757,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-345487970#1,cluster_673882749_673882750,5309894465,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-346326375,3942452774,644607972,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-346326711#0,683784060,618530936,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#1,12830317438,683784060,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#10,683786366,5340854089,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#11,683784059,683786366,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#12,618530955,683784059,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#13,683788969,618530955,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#14,618530958,683788969,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#15,618530960,618530958,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#16,5627560762,618530960,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#17,4692184302,5627560762,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#18,618530962,4692184302,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#19,5290309673,618530962,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#2,683784046,12830317438,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#20,618530965,5290309673,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#21,12857692625,618530965,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#22,3804259535,12857692625,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#23,696522394,3804259535,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#24,696519991,696522394,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#25,cluster_5057792828_618531414,696519991,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#3,cluster_5340860659_618530943,683784046,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#5,5340854080,cluster_5340860659_618530943,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#6,1673532926,5340854080,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#7,cluster_5340854085_618530947,1673532926,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346326711#9,5340854089,cluster_5340854085_618530947,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346331468,3942467945,1912464483,1,8.33,10,0,0.0,0.0,0.0,high,1,fixed
-346331469#0,4879920443,3528712680,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346331469#1,cluster_4181855507_618557061,4879920443,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346331469#3,618557063,cluster_4181855507_618557061,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346331469#4,673075496,618557063,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346331469#5,618557069,673075496,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346332163,3891776897,cluster_662383567_662383802,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346332316,8988044089,cluster_2143718074_3152504905,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
-346332317,cluster_10219043266_10219043267_3152507940_3152507942_#1more,3528724997,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-346332439#0,cluster_1428449258_650721754,617747834,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-346332440,644608077,cluster_3528725848_644608075,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-346332538,3942440105,cluster_1428449259_618500301,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-346332673,3577912619,652549503,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-34698627#0,5309894473,403874946,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#1,3354499640,5309894473,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#11,4181840605,cluster_4181840607_5490286069,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#12,5309894462,4181840605,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#13,cluster_673882749_673882750,5309894462,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#15,3354499638,cluster_673882749_673882750,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#16,672817127,3354499638,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#2,673885531,3354499640,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#3,5309894487,673885531,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#4,5490286063,5309894487,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#5,5309894471,5490286063,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#6,673885543,5309894471,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#7,5309894467,673885543,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#8,4181840608,5309894467,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698627#9,cluster_4181840607_5490286069,4181840608,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698631,403874946,403874944,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698634#0,403874990,618543130,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-34698634#1,6491520713,403874990,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-34698634#2,403875010,6491520713,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-34698638#0,3141897288,1912538716,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#1,3141897287,3141897288,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#2,4991016365,3141897287,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#3,3141897295,4991016365,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#4,403875071,3141897295,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#5,5290309720,403875071,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#6,3141897286,5290309720,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#7,4991016379,3141897286,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-34698638#8,10074499633,4991016379,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-351660872,cluster_1985256181_1985256189_403874932,3574696795,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351660873,644608111,644608109,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351660874#0,cluster_3993511260_5340879531_646913724,2034242919,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351660875,644608107,644608102,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351660876,644608118,3574696793,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351660877,644608065,3574696794,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661196,cluster_10219054419_10219054420_635166201_662848128,3574700136,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-351661197#0,1144959888,673080485,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661197#1,8585430961,1144959888,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661197#2,619174337,8585430961,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661198#0,3993518506,619174323,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661198#1,619174329,3993518506,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661201,10239515741,3574700134,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661202,673080477,3574700137,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-351661368#0,673075498,618557069,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-351661368#1,635166189,673075498,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-352006225,3993501850,3577912619,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-352006249,2560859827,2560859826,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-352006250,2105178538,2105178545,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-352006251,2066330703,3577917014,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-352006252#0,4504963663,3577917013,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-352006252#1,3577917014,4504963663,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-352006253#0,2105162031,3577917012,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-352006253#1,2066330717,2105162031,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-353644250#0,2638421712,2638421675,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
-353644250#1,619161060,2638421712,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
-354005756,3199103601,3199103598,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-354005835,3199103598,3199103602,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-356689196,4798968764,127658294,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689197#0,679008488,60796643,2,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689197#1,6658930228,679008488,2,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689197#2,653453153,6658930228,2,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689197#3,5510037836,653453153,2,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689197#4,cluster_10089844686_10660932931,5510037836,2,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689198#0,cluster_2410566473_2410566474,2409510166,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689198#2,127658294,cluster_2410566473_2410566474,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689199#0,cluster_2419528176_2419532403,127658282,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689199#2,2419528174,cluster_2419528176_2419532403,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-356689199#3,2409510166,2419528174,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-357450309,644608026,3626955788,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-366452499#0,681782501,cluster_3150394234_3887415833_619297623_7043382050,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-366452499#1,127658086,681782501,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-366452499#2,4077041333,127658086,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-366452499#3,270333409,4077041333,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-366603344#0,9918517210,5309962913,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-366603344#1,674077270,9918517210,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-366603344#2,674077273,674077270,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-370326639#0,3740348057,3740348055,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-370326639#1,3740348058,3740348057,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-370326666,3740348988,3740348987,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#0,3740348058,3740348988,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#1,5864759162,3740348058,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#10,1447121122,cluster_5085876212_5864760189,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#11,1447121123,1447121122,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#2,2094422497,5864759162,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#3,3749579086,2094422497,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#4,cluster_5864760185_7213495508,3749579086,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#6,5085876219,cluster_5864760185_7213495508,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#7,5085876217,5085876219,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-370326667#8,cluster_5085876212_5864760189,5085876217,1,13.89,11,0,0.0,0.0,0.0,high,1,fixed
-371385065#0,5085877933,3749570400,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385065#1,3749570389,5085877933,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385065#2,3749579385,3749570389,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385065#3,3749580535,3749579385,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385065#4,3749581908,3749580535,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385065#5,3749579080,3749581908,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385065#6,3749579086,3749579080,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385164,3749579385,3749579384,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385310#0,5085876207,5085876205,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385310#1,5085876198,5085876207,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385310#2,3749580535,5085876198,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385370#0,3749579424,3749581883,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385370#1,3749579417,3749579424,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385370#2,3749579385,3749579417,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385453#0,5864759166,3749579417,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385453#1,3749579424,5864759166,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371385479,3749581908,3749581907,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-371387353,3749593907,3749593906,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-372780749#0,5007247138,3763284357,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-372780749#1,5007247140,5007247138,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-372780749#2,2124723764,5007247140,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-374943168#0,10629475721,3192307875,1,13.89,4,0,0.0,0.0,0.0,high,1,fixed
-374943168#1,619274621,10629475721,1,13.89,4,0,0.0,0.0,0.0,high,1,fixed
-374946097,674077231,674077229,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594227#0,3799979980,3799979979,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594227#1,3799979988,3799979980,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594231,3799980023,3799980017,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594233#0,5142214495,3799979977,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594233#1,3799979994,5142214495,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594236,3799979976,3799979995,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594237#0,3799980006,cluster_2105420915_3799980009,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594237#1,644607748,3799980006,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594239#0,5296855786,3799980006,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594239#1,3799980013,5296855786,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594241#0,5499217656,cluster_2105420878_3799980003,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594241#1,3799980008,5499217656,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594245#1,3799980017,cluster_3799980014_3799980015,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376594245#2,3799980022,3799980017,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376597605,3800003062,3800003061,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376597606#0,8594002891,673080449,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376597606#1,3800003067,8594002891,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376597607#0,3800003067,10213616541,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376597607#1,3800003065,3800003067,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602316#0,3800051528,3800051510,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602316#1,403874990,3800051528,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602318,683786353,3800051496,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602319,3800051551,cluster_3891743778_618543091_618543098,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602320#0,3800051510,3800051506,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602320#1,3800051529,3800051510,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602320#2,3800051548,3800051529,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602330,3800051504,3166497493,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602336,3800051543,3800051527,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602338#0,5340918894,3800051551,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602338#1,3800051558,5340918894,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602343#0,3800051498,3800051500,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602343#1,3800051496,3800051498,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-376602343#2,644607991,3800051496,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061432#0,3809420958,3804259547,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061432#1,3804259561,3809420958,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061435,3804259501,3804259497,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061438,3804259504,2105409806,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061440,3804259502,3804259496,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061441,3804259500,3804259495,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061444,3804259503,3804259499,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061455,3804259483,618528470,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
-377061459#0,6363554943,cluster_3804259542_696519989,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061459#1,3804259535,6363554943,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061460#0,3804259504,2105407185,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061460#1,3804259503,3804259504,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061460#2,3804259502,3804259503,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061460#3,3804259501,3804259502,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061460#4,3804259500,3804259501,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061463,3896047835,3804259536,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061465#0,3804259496,3804259494,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061465#1,3804259497,3804259496,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061465#2,3804259495,3804259497,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377061465#3,3804259491,3804259495,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-377564446,3809420958,3809420961,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-379690186,60796645,3830183073,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-379857059,3832039358,3832039357,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-379857060,cluster_3832039360_9415532345,3832039359,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-379857061,3832039362,3832039361,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-379857062,3832039364,3832039363,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-379857063,cluster_3832039366_5333484042,3832039365,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-379857087,cluster_3832039758_5333484030,3832039757,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-379857088,10027917452,3832039759,1,8.33,1,0,0.0,0.0,0.0,high,1,fixed
-383091341,cluster_3822138072_3822138073,cluster_268931740_3822138405,1,16.67,11,0,0.0,0.0,0.0,high,1,fixed
-384474138,3877635396,3877635395,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385836966#0,973592787,6524306631,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385836966#1,682081241,973592787,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385836966#2,cluster_2094306222_682081219,682081241,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385836966#4,2094306192,cluster_2094306222_682081219,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385836966#5,4678327361,2094306192,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385836966#6,270333433,4678327361,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385836966#7,653129377,270333433,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385836966#8,270333419,653129377,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385839231,cluster_3891743778_618543091_618543098,3891743775,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385841052,3891763659,3891763657,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385841803,2375440701,3891776897,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-385841804#0,5340860640,3891764679,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-385841804#1,618530936,5340860640,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
-385957327,3892990741,3892990739,1,5.56,3,0,0.0,0.0,0.0,high,1,fixed
-385957470#0,cluster_5375536073_5626805939,60796645,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385957470#2,5375536064,cluster_5375536073_5626805939,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385957470#3,206595627,5375536064,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-385958836#0,3893005779,3893005773,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385958836#1,3893005778,3893005779,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385958837,3893005780,3893005779,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385959104,3893005429,3893005428,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385959105,cluster_3893005431_5296876916,5340883846,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385959106,3893005435,5296886579,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-385959107,3893005437,3893005436,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386281585,3942452784,3896041621,1,5.56,3,0,0.0,0.0,0.0,high,1,fixed
-386281906,3896047830,3896047826,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386281907,3896047832,3896047831,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386281908#0,5055608249,3896047833,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386281908#1,3896047834,5055608249,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386281909,cluster_2124723752_3896047838,3896047836,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386281910#0,5055608244,3896047839,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386281910#1,3896047840,5055608244,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386282825,cluster_3896055288_5290309699,3896055283,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386282826#0,12857698284,3896055289,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386282826#1,cluster_3896055295_4181874324,12857698284,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-386282827,3896055303,3896055309,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
-389274952#0,259652390,206595627,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-389274952#1,1985256154,259652390,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-389274952#2,3892990741,1985256154,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-389274952#3,cluster_635778410_6991371457,3892990741,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-389274952#5,cluster_127658071_3185210190_3185210191,cluster_635778410_6991371457,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
-389274955#0,5626805941,206595627,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#1,3191461221,5626805941,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#10,4798976655,cluster_11021721341_5764660051,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#11,2419528256,4798976655,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#12,127658294,2419528256,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#13,3924374657,127658294,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#14,cluster_5375536059_679007194,3924374657,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#16,cluster_2419545239_4709558104,cluster_5375536059_679007194,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#18,cluster_2418775961_5782052644,cluster_2419545239_4709558104,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#2,5375536067,3191461221,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#20,620382088,cluster_2418775961_5782052644,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#21,cluster_679004922_679004927,620382088,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#23,2419545247,cluster_679004922_679004927,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#24,679004924,2419545247,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#25,248608270,679004924,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#3,2409502684,5375536067,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#4,11021721330,2409502684,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#5,4798976657,11021721330,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#6,11021721339,4798976657,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
-389274955#7,679007200,11021721339,1,16.67,13,0,0.0,0.0,0.0,high,1,fixed
